player,season,salary
Cedric Henderson,2000/01,"$2,700,000"
Ervin Johnson,2000/01,"$2,700,000"
Lawrence Funderburke,2000/01,"$2,700,000"
Antawn Jamison,2000/01,"$2,678,400"
Walter McCarty,2000/01,"$2,670,000"
Lindsey Hunter,2000/01,"$2,650,000"
Lamar Odom,2000/01,"$2,628,960"
Vernon Maxwell,2000/01,"$2,570,000"
Malik Rose,2000/01,"$2,570,000"
Marcus Fizer,2000/01,"$2,562,000"
Erick Strickland,2000/01,"$2,560,000"
Dragan Tarlac,2000/01,"$2,500,000"
Vince Carter,2000/01,"$2,425,440"
Matt Maloney,2000/01,"$2,401,000"
Gary Trent,2000/01,"$2,400,000"
Terry Mills,2000/01,"$2,400,000"
Mark Strickland,2000/01,"$2,400,000"
Jonathan Bender,2000/01,"$2,380,680"
Sam Mitchell,2000/01,"$2,370,000"
Chris Whitney,2000/01,"$2,370,000"
Jim Jackson,2000/01,"$2,330,000"
Mike Miller,2000/01,"$2,320,080"
Dale Ellis,2000/01,"$2,290,000"
Randy Brown,2000/01,"$2,250,000"
Aaron Williams,2000/01,"$2,250,000"
Bimbo Coles,2000/01,"$2,250,000"
Joe Smith,2000/01,"$2,250,000"
Maurice Taylor,2000/01,"$2,250,000"
Sam Perkins,2000/01,"$2,250,000"
Brian Shaw,2000/01,"$2,250,000"
Othella Harrington,2000/01,"$2,250,000"
A.C. Green,2000/01,"$2,250,000"
Chauncey Billups,2000/01,"$2,250,000"
Tony Delk,2000/01,"$2,250,000"
Will Perdue,2000/01,"$2,250,000"
Bobby Jackson,2000/01,"$2,250,000"
Derek Anderson,2000/01,"$2,250,000"
John Starks,2000/01,"$2,250,000"
Eric Montross,2000/01,"$2,240,000"
Robert Traylor,2000/01,"$2,203,080"
Chris Crawford,2000/01,"$2,200,000"
Jamie Feick,2000/01,"$2,200,000"
Otis Thorpe,2000/01,"$2,200,000"
J.R. Reid,2000/01,"$2,200,000"
Calbert Cheaney,2000/01,"$2,200,000"
George McCloud,2000/01,"$2,200,000"
John Wallace,2000/01,"$2,200,000"
Michael Curry,2000/01,"$2,200,000"
Terry Cummings,2000/01,"$2,200,000"
Carlos Rogers,2000/01,"$2,200,000"
Shandon Anderson,2000/01,"$2,200,000"
Eric Piatkowski,2000/01,"$2,200,000"
Ron Harper,2000/01,"$2,200,000"
Grant Long,2000/01,"$2,200,000"
George Lynch,2000/01,"$2,200,000"
Rodney Rogers,2000/01,"$2,200,000"
Detlef Schrempf,2000/01,"$2,200,000"
Steve Kerr,2000/01,"$2,200,000"
Terry Porter,2000/01,"$2,200,000"
Olden Polynice,2000/01,"$2,200,000"
Michael Smith,2000/01,"$2,200,000"
Wally Szczerbiak,2000/01,"$2,162,280"
Lucious Harris,2000/01,"$2,160,000"
Cory Alexander,2000/01,"$2,160,000"
Sean Rooks,2000/01,"$2,160,000"
DerMarr Johnson,2000/01,"$2,107,200"
John Williams,2000/01,"$2,100,000"
Clarence Weatherspoon,2000/01,"$2,100,000"
Hubert Davis,2000/01,"$2,100,000"
Billy Owens,2000/01,"$2,100,000"
Eric Murdock,2000/01,"$2,100,000"
Vinny Del Negro,2000/01,"$2,100,000"
Matt Bullard,2000/01,"$2,100,000"
Cherokee Parks,2000/01,"$2,100,000"
Alvin Williams,2000/01,"$2,100,000"
Jason Williams,2000/01,"$2,011,080"
Johnny Newman,2000/01,"$2,000,000"
Dell Curry,2000/01,"$2,000,000"
Richard Hamilton,2000/01,"$1,973,880"
Chris Mihm,2000/01,"$1,923,600"
Keith Closs,2000/01,"$1,920,000"
Andrew DeClercq,2000/01,"$1,920,000"
James Robinson,2000/01,"$1,870,000"
Larry Hughes,2000/01,"$1,842,480"
Aaron McKie,2000/01,"$1,818,000"
Andre Miller,2000/01,"$1,808,400"
Jamal Crawford,2000/01,"$1,762,320"
Greg Foster,2000/01,"$1,760,000"
Jaren Jackson Jr,2000/01,"$1,750,000"
Lorenzo Williams,2000/01,"$1,750,000"
Muggsy Bogues,2000/01,"$1,740,000"
Darvin Ham,2000/01,"$1,700,000"
Dirk Nowitzki,2000/01,"$1,693,560"
Shawn Marion,2000/01,"$1,662,240"
Joel Przybilla,2000/01,"$1,619,880"
Paul Pierce,2000/01,"$1,608,840"
Jason Terry,2000/01,"$1,579,080"
Keyon Dooling,2000/01,"$1,538,880"
Bonzi Wells,2000/01,"$1,528,440"
Trajan Langdon,2000/01,"$1,500,120"
Jacque Vaughn,2000/01,"$1,500,000"
Predrag Stojakovic,2000/01,"$1,480,000"
Jerome Moiso,2000/01,"$1,461,960"
Michael Doleac,2000/01,"$1,452,000"
Aleksandar Radojevic,2000/01,"$1,425,120"
Etan Thomas,2000/01,"$1,388,880"
Keon Clark,2000/01,"$1,379,400"
Tony Massenburg,2000/01,"$1,360,000"
Corey Maggette,2000/01,"$1,353,960"
Corie Blount,2000/01,"$1,320,000"
Courtney Alexander,2000/01,"$1,319,400"
Gary Grant,2000/01,"$1,316,969"
Michael Dickerson,2000/01,"$1,310,400"
William Avery,2000/01,"$1,286,160"
Mateen Cleaves,2000/01,"$1,253,400"
Matt Harpring,2000/01,"$1,244,880"
Anthony Johnson,2000/01,"$1,200,000"
Chris Carr,2000/01,"$1,200,000"
Eldridge Recasner,2000/01,"$1,200,000"
Joe Kleine,2000/01,"$1,200,000"
Zan Tabak,2000/01,"$1,200,000"
Chuck Person,2000/01,"$1,200,000"
Anthony Carter,2000/01,"$1,200,000"
LaPhonso Ellis,2000/01,"$1,200,000"
Danny Ferry,2000/01,"$1,200,000"
Dennis Scott,2000/01,"$1,200,000"
Jason Collier,2000/01,"$1,190,760"
Bryce Drew,2000/01,"$1,182,600"
Metta World Peace,2000/01,"$1,160,760"
Elliot Perry,2000/01,"$1,144,000"
Hidayet Turkoglu,2000/01,"$1,131,240"
Tom Hammonds,2000/01,"$1,130,000"
Radoslav Nesterovic,2000/01,"$1,123,560"
Jelani McCoy,2000/01,"$1,110,000"
Cal Bowdler,2000/01,"$1,102,800"
Sherman Douglas,2000/01,"$1,100,000"
Greg Buckner,2000/01,"$1,100,000"
Desmond Mason,2000/01,"$1,074,720"
Mirsad Turkcan,2000/01,"$1,069,400"
James Posey,2000/01,"$1,047,600"
Bill Curley,2000/01,"$1,034,500"
Quentin Richardson,2000/01,"$1,020,960"
Pat Garrity,2000/01,"$1,019,280"
Quincy Lewis,2000/01,"$1,000,440"
Kevin Edwards,2000/01,"$1,000,000"
Jerome Kersey,2000/01,"$1,000,000"
Felton Spencer,2000/01,"$1,000,000"
David Wingate,2000/01,"$1,000,000"
Pervis Ellison,2000/01,"$1,000,000"
Dee Brown,2000/01,"$1,000,000"
Monty Williams,2000/01,"$1,000,000"
Mario Elie,2000/01,"$1,000,000"
Tyrone Corbin,2000/01,"$1,000,000"
Bruno Sundov,2000/01,"$997,000"
Ruben Patterson,2000/01,"$990,000"
Roshown McLeod,2000/01,"$978,600"
Jamaal Magloire,2000/01,"$975,000"
Dion Glover,2000/01,"$960,480"
Ricky Davis,2000/01,"$939,360"
Speedy Claxton,2000/01,"$936,000"
Terry Davis,2000/01,"$923,500"
Stacey Augmon,2000/01,"$923,500"
Jeff Foster,2000/01,"$922,080"
Brian Skinner,2000/01,"$901,800"
Morris Peterson,2000/01,"$898,560"
Kenny Thomas,2000/01,"$885,120"
Fred Hoiberg,2000/01,"$880,000"
Tyronn Lue,2000/01,"$865,800"
Donnell Harvey,2000/01,"$862,560"
Devean George,2000/01,"$849,720"
Felipe Lopez,2000/01,"$831,120"
DeShawn Stevenson,2000/01,"$828,120"
John Crotty,2000/01,"$800,000"
Mahmoud Abdul-Rauf,2000/01,"$798,500"
Al Harrington,2000/01,"$797,880"
Dalibor Bagaric,2000/01,"$795,000"
Tim James,2000/01,"$783,120"
Sam Jacobson,2000/01,"$768,500"
Iakovos Tsakalidis,2000/01,"$763,200"
Vonteego Cummings,2000/01,"$757,200"
Corey Benjamin,2000/01,"$749,160"
Vladimir Stepania,2000/01,"$749,160"
Nazr Mohammed,2000/01,"$739,080"
Mamadou N'diaye,2000/01,"$737,880"
Isaiah Rider,2000/01,"$736,000"
Todd Day,2000/01,"$736,000"
David Benoit,2000/01,"$736,000"
Jumaine Jones,2000/01,"$735,600"
Bruce Bowen,2000/01,"$733,000"
Scott Padgett,2000/01,"$730,800"
Erick Barkley,2000/01,"$712,200"
Damon Jones,2000/01,"$710,000"
Mark Madsen,2000/01,"$707,040"
Reggie Slater,2000/01,"$673,500"
Darrick Martin,2000/01,"$673,500"
Larry Robinson,2000/01,"$611,000"
Todd Fuller,2000/01,"$611,000"
Don Reid,2000/01,"$611,000"
Antonio Harvey,2000/01,"$611,000"
Emanual Davis,2000/01,"$610,000"
Eddie Robinson,2000/01,"$600,000"
John Amaechi,2000/01,"$600,000"
Shammond Williams,2000/01,"$550,000"
Doug Overton,2000/01,"$548,500"
Shawnelle Scott,2000/01,"$548,500"
Rick Brunson,2000/01,"$539,500"
Kevin Ollie,2000/01,"$523,500"
Moochie Norris,2000/01,"$523,500"
Tyus Edney,2000/01,"$523,500"
Jeff McInnis,2000/01,"$523,500"
Etdrick Bohannon,2000/01,"$523,500"
Troy Hudson,2000/01,"$523,500"
Roy Rogers,2000/01,"$523,500"
Ryan Bowen,2000/01,"$510,000"
Ansu Sesay,2000/01,"$508,000"
Laron Profit,2000/01,"$508,000"
Adrian Griffin,2000/01,"$498,500"
Earl Boykins,2000/01,"$498,500"
William Cunningham,2000/01,"$498,500"
Mark Pope,2000/01,"$498,500"
Andrae Patterson,2000/01,"$498,500"
Kornel David,2000/01,"$498,500"
Gerard King,2000/01,"$489,500"
Leon Smith,2000/01,"$483,680"
Michael Ruffin,2000/01,"$440,000"
Evan Eschmeyer,2000/01,"$423,500"
Rodney Buford,2000/01,"$423,500"
Michael Hawkins,2000/01,"$423,500"
Lari Ketner,2000/01,"$423,500"
Maceo Baston,2000/01,"$423,500"
Rafer Alston,2000/01,"$423,500"
Jonathan Kerner,2000/01,"$423,500"
Lazaro Borrell,2000/01,"$423,500"
Jermaine Jackson,2000/01,"$423,500"
Todd MacCulloch,2000/01,"$423,500"
Derrick Dial,2000/01,"$423,500"
Calvin Booth,2000/01,"$423,500"
Obinna Ekezie,2000/01,"$423,500"
Hanno Mottola,2000/01,"$316,969"
Mark Blount,2000/01,"$316,969"
Milt Palacio,2000/01,"$316,969"
Chris Herren,2000/01,"$316,969"
Soumaila Samake,2000/01,"$316,969"
Stephen Jackson,2000/01,"$316,969"
Lee Nailon,2000/01,"$316,969"
Terrance Roberson,2000/01,"$316,969"
AJ Guyton,2000/01,"$316,969"
Jake Voskuhl,2000/01,"$316,969"
Khalid El-Amin,2000/01,"$316,969"
Eduardo Najera,2000/01,"$316,969"
Brian Cardinal,2000/01,"$316,969"
Torraye Braggs,2000/01,"$316,969"
Marc Jackson,2000/01,"$316,969"
Chris Porter,2000/01,"$316,969"
Dan Langhi,2000/01,"$316,969"
Zendon Hamilton,2000/01,"$316,969"
Stanislav Medvedenko,2000/01,"$316,969"
Mike Penberthy,2000/01,"$316,969"
Eddie House,2000/01,"$316,969"
Jason Hart,2000/01,"$316,969"
Michael Redd,2000/01,"$316,969"
Lavor Postell,2000/01,"$316,969"
Pete Mickeal,2000/01,"$316,969"
Olumide Oyedeji,2000/01,"$316,969"
Ruben Wolkowyski,2000/01,"$316,969"
Pepe Sanchez,2000/01,"$316,969"
Ademola Okulaja,2000/01,"$316,969"
Daniel Santiago,2000/01,"$316,969"
Paul McPherson,2000/01,"$316,969"
Ruben Garces,2000/01,"$316,969"
Jabari Smith,2000/01,"$316,969"
Ira Newble,2000/01,"$316,969"
Chris Carrawell,2000/01,"$316,969"
Garth Joseph,2000/01,"$316,969"
Mike Smith,2000/01,"$316,969"
Mark Karcher,2000/01,"$50,000"
Anthony Miller,2000/01,"$40,000"
Jamal Robinson,2000/01,"$40,000"
Patrick Ewing,1998/99,"$18,500,000"
Shaquille O'Neal,1998/99,"$15,000,000"
David Robinson,1998/99,"$14,841,000"
Kevin Garnett,1998/99,"$14,000,000"
Alonzo Mourning,1998/99,"$13,130,000"
Juwan Howard,1998/99,"$13,125,000"
Hakeem Olajuwon,1998/99,"$12,943,000"
Derrick Coleman,1998/99,"$12,267,000"
Dikembe Mutombo,1998/99,"$11,218,000"
Jayson Williams,1998/99,"$11,000,000"
Scottie Pippen,1998/99,"$11,000,000"
Larry Johnson,1998/99,"$10,186,000"
Charles Oakley,1998/99,"$10,186,000"
Chris Webber,1998/99,"$10,000,000"
Shawn Kemp,1998/99,"$9,740,000"
Antonio McDyess,1998/99,"$9,000,000"
Arvydas Sabonis,1998/99,"$9,000,000"
Damon Stoudamire,1998/99,"$9,000,000"
Rasheed Wallace,1998/99,"$9,000,000"
Gary Payton,1998/99,"$8,715,000"
Anfernee Hardaway,1998/99,"$8,505,000"
Rik Smits,1998/99,"$8,500,000"
Latrell Sprewell,1998/99,"$8,300,000"
Vlade Divac,1998/99,"$8,300,000"
Horace Grant,1998/99,"$7,843,000"
Tom Gugliotta,1998/99,"$7,800,000"
Bryant Reeves,1998/99,"$7,222,000"
Elden Campbell,1998/99,"$7,000,000"
Allan Houston,1998/99,"$7,000,000"
Danny Manning,1998/99,"$6,833,000"
Matt Geiger,1998/99,"$6,800,000"
Reggie Miller,1998/99,"$6,781,000"
Shawn Bradley,1998/99,"$6,750,000"
Grant Hill,1998/99,"$6,675,000"
Glenn Robinson,1998/99,"$6,380,000"
Steve Smith,1998/99,"$6,300,000"
Terrell Brandon,1998/99,"$6,300,000"
Karl Malone,1998/99,"$6,142,000"
Jason Kidd,1998/99,"$6,041,000"
Michael Finley,1998/99,"$6,000,000"
Theo Ratliff,1998/99,"$6,000,000"
Brian Grant,1998/99,"$6,000,000"
Kenny Anderson,1998/99,"$5,845,000"
Tim Hardaway,1998/99,"$5,600,000"
Mark Price,1998/99,"$5,488,000"
Christian Laettner,1998/99,"$5,360,000"
Tyrone Hill,1998/99,"$5,352,000"
Sean Elliott,1998/99,"$5,333,000"
Ron Harper,1998/99,"$5,280,000"
Glen Rice,1998/99,"$5,248,000"
A.C. Green,1998/99,"$5,125,088"
Charles Smith,1998/99,"$5,052,223"
Jamal Mashburn,1998/99,"$5,033,000"
Kendall Gill,1998/99,"$5,000,000"
Robert Horry,1998/99,"$5,000,000"
Isaac Austin,1998/99,"$5,000,000"
Bison Dele,1998/99,"$4,860,000"
Isaiah Rider,1998/99,"$4,810,000"
Alan Henderson,1998/99,"$4,725,000"
Bryant Stith,1998/99,"$4,666,000"
Toni Kukoc,1998/99,"$4,610,000"
PJ Brown,1998/99,"$4,480,000"
Otis Thorpe,1998/99,"$4,400,000"
Will Perdue,1998/99,"$4,373,000"
Donyell Marshall,1998/99,"$4,370,000"
Greg Ostertag,1998/99,"$4,333,000"
Chris Gatling,1998/99,"$4,266,000"
Vin Baker,1998/99,"$4,264,000"
Rony Seikaly,1998/99,"$4,252,000"
Brian Shaw,1998/99,"$4,250,000"
Lionel Simmons,1998/99,"$4,238,500"
Jim McIlvaine,1998/99,"$4,200,000"
Wesley Person,1998/99,"$4,200,000"
Derrick McKey,1998/99,"$4,200,000"
Anthony Mason,1998/99,"$4,165,000"
Stojko Vrankovic,1998/99,"$4,060,000"
Dale Davis,1998/99,"$4,038,000"
Bobby Hurley,1998/99,"$4,030,000"
Danny Ferry,1998/99,"$4,000,000"
John Starks,1998/99,"$4,000,000"
Luc Longley,1998/99,"$4,000,000"
Sharone Wright,1998/99,"$4,000,000"
John Stockton,1998/99,"$4,000,000"
Calbert Cheaney,1998/99,"$4,000,000"
Jerry Stackhouse,1998/99,"$3,887,000"
Chuck Person,1998/99,"$3,860,000"
Loy Vaught,1998/99,"$3,830,000"
Robert Pack,1998/99,"$3,780,000"
Ken Norman,1998/99,"$3,775,000"
Dee Brown,1998/99,"$3,750,000"
Jason Caffey,1998/99,"$3,675,000"
BJ Armstrong,1998/99,"$3,650,000"
Hersey Hawkins,1998/99,"$3,644,000"
Chris Childs,1998/99,"$3,640,000"
Mookie Blaylock,1998/99,"$3,600,000"
Brent Barry,1998/99,"$3,600,000"
Chris Mills,1998/99,"$3,600,000"
Mark Jackson,1998/99,"$3,600,000"
Allen Iverson,1998/99,"$3,537,000"
Chris Mullin,1998/99,"$3,510,000"
Dana Barros,1998/99,"$3,500,000"
Antonio Davis,1998/99,"$3,500,000"
Lamond Murray,1998/99,"$3,500,000"
Clifford Robinson,1998/99,"$3,500,000"
Bobby Phills,1998/99,"$3,480,000"
Jeff Hornacek,1998/99,"$3,455,000"
Bryon Russell,1998/99,"$3,428,000"
Tim Duncan,1998/99,"$3,413,000"
Detlef Schrempf,1998/99,"$3,333,000"
Scott Williams,1998/99,"$3,300,000"
Dan Majerle,1998/99,"$3,290,000"
Armen Gilliam,1998/99,"$3,244,000"
Nick Anderson,1998/99,"$3,200,000"
Stacey Augmon,1998/99,"$3,200,000"
Marcus Camby,1998/99,"$3,164,000"
Bob Sura,1998/99,"$3,133,000"
Andrew Lang,1998/99,"$3,068,000"
Keith Van Horn,1998/99,"$3,054,000"
Pooh Richardson,1998/99,"$3,030,000"
Rodney Rogers,1998/99,"$3,000,000"
Sam Cassell,1998/99,"$3,000,000"
Derek Strong,1998/99,"$3,000,000"
Walt Williams,1998/99,"$3,000,000"
Avery Johnson,1998/99,"$3,000,000"
Grant Long,1998/99,"$2,977,000"
Micheal Williams,1998/99,"$2,975,000"
Doug West,1998/99,"$2,915,000"
Darrell Armstrong,1998/99,"$2,900,000"
Shareef Abdur-Rahim,1998/99,"$2,842,000"
Voshon Lenard,1998/99,"$2,837,000"
Muggsy Bogues,1998/99,"$2,800,000"
Rex Chapman,1998/99,"$2,800,000"
Eric Williams,1998/99,"$2,780,000"
Travis Best,1998/99,"$2,750,000"
Carl Herrera,1998/99,"$2,742,500"
Chauncey Billups,1998/99,"$2,742,000"
Michael Olowokandi,1998/99,"$2,700,000"
Adam Keefe,1998/99,"$2,650,000"
Ervin Johnson,1998/99,"$2,594,000"
Stephon Marbury,1998/99,"$2,562,000"
Greg Minor,1998/99,"$2,520,000"
Dino Radja,1998/99,"$2,500,000"
Mitch Richmond,1998/99,"$2,500,000"
Khalid Reeves,1998/99,"$2,477,000"
Antonio Daniels,1998/99,"$2,472,000"
Don MacLean,1998/99,"$2,460,000"
Pervis Ellison,1998/99,"$2,420,000"
Tyrone Corbin,1998/99,"$2,400,000"
Travis Knight,1998/99,"$2,400,000"
Mike Bibby,1998/99,"$2,400,000"
Popeye Jones,1998/99,"$2,381,000"
Tracy Murray,1998/99,"$2,380,000"
Doug Christie,1998/99,"$2,353,000"
Michael Cage,1998/99,"$2,350,000"
James Robinson,1998/99,"$2,337,500"
Ray Allen,1998/99,"$2,320,000"
Anthony Peeler,1998/99,"$2,254,000"
Brent Price,1998/99,"$2,240,000"
Tony Battie,1998/99,"$2,238,000"
Eddie Jones,1998/99,"$2,200,000"
Sherman Douglas,1998/99,"$2,200,000"
Michael Smith,1998/99,"$2,180,000"
Corie Blount,1998/99,"$2,162,500"
Rex Walters,1998/99,"$2,162,500"
David Wesley,1998/99,"$2,160,000"
Dean Garrett,1998/99,"$2,160,000"
Raef LaFrentz,1998/99,"$2,150,000"
Jalen Rose,1998/99,"$2,145,000"
Antoine Walker,1998/99,"$2,107,000"
Mark Strickland,1998/99,"$2,100,000"
Kevin Willis,1998/99,"$2,100,000"
Mark Bryant,1998/99,"$2,050,000"
Lindsey Hunter,1998/99,"$2,050,000"
Haywoode Workman,1998/99,"$2,040,000"
Ron Mercer,1998/99,"$2,033,000"
Elliot Perry,1998/99,"$2,000,000"
Bimbo Coles,1998/99,"$2,000,000"
Cherokee Parks,1998/99,"$2,000,000"
Gerald Wilkins,1998/99,"$2,000,000"
Carlos Rogers,1998/99,"$2,000,000"
Antawn Jamison,1998/99,"$1,940,000"
Lorenzen Wright,1998/99,"$1,923,000"
Erick Strickland,1998/99,"$1,920,000"
Nick Van Exel,1998/99,"$1,900,000"
Tim Thomas,1998/99,"$1,856,000"
Sam Perkins,1998/99,"$1,785,000"
Steve Kerr,1998/99,"$1,774,000"
Kerry Kittles,1998/99,"$1,762,000"
Eric Montross,1998/99,"$1,760,000"
Vince Carter,1998/99,"$1,760,000"
LaPhonso Ellis,1998/99,"$1,750,000"
Eric Murdock,1998/99,"$1,750,000"
John Williams,1998/99,"$1,750,000"
Rick Fox,1998/99,"$1,750,000"
Clarence Weatherspoon,1998/99,"$1,750,000"
Vinny Del Negro,1998/99,"$1,750,000"
Joe Smith,1998/99,"$1,750,000"
Kurt Thomas,1998/99,"$1,750,000"
Billy Owens,1998/99,"$1,750,000"
Dale Ellis,1998/99,"$1,750,000"
Jim Jackson,1998/99,"$1,750,000"
Mario Elie,1998/99,"$1,750,000"
Terry Davis,1998/99,"$1,750,000"
Dennis Scott,1998/99,"$1,725,000"
Adonal Foyle,1998/99,"$1,701,000"
Lucious Harris,1998/99,"$1,680,000"
Sean Rooks,1998/99,"$1,680,000"
Buck Williams,1998/99,"$1,670,000"
Yinka Dare,1998/99,"$1,657,000"
Felton Spencer,1998/99,"$1,650,000"
Eric Piatkowski,1998/99,"$1,650,000"
Kevin Gamble,1998/99,"$1,645,000"
Doug Edwards,1998/99,"$1,625,000"
Samaki Walker,1998/99,"$1,619,880"
Robert Traylor,1998/99,"$1,590,000"
Tracy McGrady,1998/99,"$1,563,000"
Bill Curley,1998/99,"$1,544,000"
Lee Mayberry,1998/99,"$1,540,000"
Erick Dampier,1998/99,"$1,538,000"
Danny Fortson,1998/99,"$1,485,000"
Dirk Nowitzki,1998/99,"$1,472,640"
Todd Fuller,1998/99,"$1,461,000"
Jason Williams,1998/99,"$1,460,000"
Duane Causwell,1998/99,"$1,454,000"
Andrew DeClercq,1998/99,"$1,440,000"
Keith Closs,1998/99,"$1,440,000"
Chris Whitney,1998/99,"$1,440,000"
Duane Ferrell,1998/99,"$1,430,000"
Aaron McKie,1998/99,"$1,430,000"
Tariq Abdul-Wahad,1998/99,"$1,411,000"
B.J. Tyler,1998/99,"$1,411,000"
Howard Eisley,1998/99,"$1,400,000"
Austin Croshere,1998/99,"$1,340,000"
Vitaly Potapenko,1998/99,"$1,339,000"
Larry Hughes,1998/99,"$1,330,000"
Randy Brown,1998/99,"$1,320,000"
Tim Legler,1998/99,"$1,320,000"
Kobe Bryant,1998/99,"$1,319,000"
Lorenzo Williams,1998/99,"$1,316,000"
Shandon Anderson,1998/99,"$1,300,000"
Scot Pollard,1998/99,"$1,290,920"
Derek Anderson,1998/99,"$1,273,000"
Charlie Ward,1998/99,"$1,221,000"
Maurice Taylor,1998/99,"$1,209,000"
Steve Nash,1998/99,"$1,190,760"
Paul Pierce,1998/99,"$1,165,000"
Terry Cummings,1998/99,"$1,150,000"
Bo Outlaw,1998/99,"$1,150,000"
Kelvin Cato,1998/99,"$1,149,000"
Terry Mills,1998/99,"$1,145,000"
Tony Delk,1998/99,"$1,131,000"
Terry Dehere,1998/99,"$1,112,500"
John Crotty,1998/99,"$1,104,000"
Bonzi Wells,1998/99,"$1,100,000"
Brevin Knight,1998/99,"$1,092,000"
Jermaine O'Neal,1998/99,"$1,075,000"
Michael Doleac,1998/99,"$1,050,000"
Johnny Taylor,1998/99,"$1,037,000"
John Wallace,1998/99,"$1,021,000"
Anthony Johnson,1998/99,"$1,000,000"
Mark West,1998/99,"$1,000,000"
Chris Carr,1998/99,"$1,000,000"
Scott Burrell,1998/99,"$1,000,000"
Joe Wolf,1998/99,"$1,000,000"
Bill Wennington,1998/99,"$1,000,000"
Johnny Newman,1998/99,"$1,000,000"
Gary Trent,1998/99,"$1,000,000"
Keon Clark,1998/99,"$1,000,000"
Joe Dumars,1998/99,"$1,000,000"
Charles Barkley,1998/99,"$1,000,000"
Dennis Rodman,1998/99,"$1,000,000"
Derek Harper,1998/99,"$1,000,000"
Terry Porter,1998/99,"$1,000,000"
Dell Curry,1998/99,"$1,000,000"
Malik Sealy,1998/99,"$1,000,000"
David Wingate,1998/99,"$1,000,000"
Herb Williams,1998/99,"$1,000,000"
Olden Polynice,1998/99,"$1,000,000"
Danny Schayes,1998/99,"$1,000,000"
Dominique Wilkins,1998/99,"$1,000,000"
George Lynch,1998/99,"$1,000,000"
Harvey Grant,1998/99,"$1,000,000"
Rick Mahorn,1998/99,"$1,000,000"
Joe Kleine,1998/99,"$1,000,000"
Chris Morris,1998/99,"$1,000,000"
Gary Grant,1998/99,"$1,000,000"
Greg Anthony,1998/99,"$1,000,000"
Vernon Maxwell,1998/99,"$1,000,000"
Jerome Kersey,1998/99,"$1,000,000"
Michael Stewart,1998/99,"$1,000,000"
Chris Anstey,1998/99,"$985,200"
Walter McCarty,1998/99,"$975,000"
Dontae' Jones,1998/99,"$953,856"
Michael Dickerson,1998/99,"$949,600"
Zydrunas Ilgauskas,1998/99,"$936,000"
Paul Grant,1998/99,"$903,240"
Tony Massenburg,1998/99,"$900,000"
Matt Harpring,1998/99,"$900,000"
Anthony Parker,1998/99,"$867,120"
Randolph Childress,1998/99,"$866,320"
Roy Rogers,1998/99,"$862,560"
Bryce Drew,1998/99,"$857,000"
Chucky Brown,1998/99,"$850,000"
Jud Buechler,1998/99,"$850,000"
Blue Edwards,1998/99,"$850,000"
Thurl Bailey,1998/99,"$850,000"
Eric Snow,1998/99,"$846,300"
Ed Gray,1998/99,"$832,440"
Don Reid,1998/99,"$800,000"
Ben Wallace,1998/99,"$800,000"
Bobby Jackson,1998/99,"$799,200"
Derek Fisher,1998/99,"$795,000"
J.R. Reid,1998/99,"$780,000"
Radoslav Nesterovic,1998/99,"$775,750"
Martin Muursepp,1998/99,"$763,200"
Cedric Ceballos,1998/99,"$750,000"
George McCloud,1998/99,"$750,000"
Roshown McLeod,1998/99,"$740,000"
Pat Garrity,1998/99,"$740,000"
Mirsad Turkcan,1998/99,"$739,400"
Jerome Williams,1998/99,"$737,880"
John Thomas,1998/99,"$737,000"
Keith Askins,1998/99,"$725,000"
Priest Lauderdale,1998/99,"$712,200"
Pete Chilcutt,1998/99,"$700,000"
Jacque Vaughn,1998/99,"$691,560"
Keith Booth,1998/99,"$687,240"
Brian Evans,1998/99,"$686,780"
Ricky Davis,1998/99,"$680,000"
Dwayne Schintzius,1998/99,"$662,500"
Marty Conlon,1998/99,"$662,500"
Brian Skinner,1998/99,"$653,500"
Hubert Davis,1998/99,"$645,000"
Rodrick Rhodes,1998/99,"$639,300"
Ruben Patterson,1998/99,"$628,500"
Fred Hoiberg,1998/99,"$600,000"
Felipe Lopez,1998/99,"$600,000"
Doug Overton,1998/99,"$600,000"
Jon Barry,1998/99,"$600,000"
Oliver Miller,1998/99,"$600,000"
Greg Foster,1998/99,"$588,000"
Aaron Williams,1998/99,"$575,000"
Lawrence Funderburke,1998/99,"$575,000"
Sam Jacobson,1998/99,"$559,000"
Michael Curry,1998/99,"$550,000"
Sam Mack,1998/99,"$545,000"
Al Harrington,1998/99,"$543,000"
Vladimir Stepania,1998/99,"$543,000"
Corey Benjamin,1998/99,"$540,000"
Eric Riley,1998/99,"$537,500"
Charles Shackleford,1998/99,"$537,500"
Mitchell Butler,1998/99,"$537,500"
Negele Knight,1998/99,"$537,500"
Nazr Mohammed,1998/99,"$535,000"
Eric Washington,1998/99,"$520,000"
Bruce Bowen,1998/99,"$507,000"
Craig Ehlo,1998/99,"$504,082"
Marcus Brown,1998/99,"$500,000"
Corliss Williamson,1998/99,"$500,000"
Gheorghe Muresan,1998/99,"$475,000"
Jeff Sanders,1998/99,"$475,000"
Anthony Miller,1998/99,"$475,000"
David Vaughn,1998/99,"$450,000"
Loren Meyer,1998/99,"$450,000"
Jamie Feick,1998/99,"$425,000"
Mark Hendrickson,1998/99,"$425,000"
